Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
right_index_1,-0.00219417482969622,0.0127409366565626,-0.00664941200246505,0,0,0,0.0067761974964771,1.13161497176563E-06,7.33862739323413E-08,1.02122975969852E-11,5.50297969803493E-07,2.465893504551E-11,1.17483803325344E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_index_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_index_1.STL,,中节组合-2,坐标系5,基准轴5,right_index_1_joint,revolute,-0.038679,0.00056467,0.1564,1.6057,0,-1.5708,base_link,0,0,-1,10,1,0,1,,,,,,,,
right_index_2,0.00053282674431529,0.0253434850963997,-0.00609291472256712,0,0,0,0.00927304968906595,2.11107718074946E-06,3.78350673743143E-07,-4.27563147991044E-10,3.7048516715658E-07,2.82151424550267E-09,2.14315437386293E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_index_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_index_2.STL,,食指尖组合件-1,坐标系6,基准轴6,right_index_2_joint,revolute,-0.0034259,0.032596,-0.00055,0,0,0,right_index_1,0,0,-1,10,1,0,1,,,,,,,,
index_force_sensor_2,3.91105790090857E-06,0.000206428506730846,-0.000722888656592813,0,0,0,0.000255748458180208,4.79878645065383E-09,-8.64076408119868E-11,-1.50330115198978E-12,2.43958893457374E-09,-3.05132448820234E-11,7.12570334555721E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/index_force_sensor_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/index_force_sensor_2.STL,,指肚传感器-1,坐标系18,,index_force_sensor_2_joint,fixed,-0.0081655,0.037446,-0.0060795,-1.5708,-1.5337,1.9196,right_index_2,0,0,0,,,,,,,,,,,,
index_force_sensor_3,-2.48722057788475E-05,-0.000345285689256153,-0.00133800038179009,0,0,0,6.79646984897729E-05,1.31974821284448E-10,5.65060068039544E-12,7.79117122469869E-13,2.53430134807533E-10,9.12198063131294E-12,2.8053351791299E-10,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/index_force_sensor_3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/index_force_sensor_3.STL,,指尖传感器SZ-1,坐标系27,,index_force_sensor_3_joint,fixed,-0.0086237,0.052572,-0.0060954,-1.5708,-1.5252,0.87237,right_index_2,0,0,0,,,,,,,,,,,,
index_force_sensor_1,4.50639917342482E-06,0.000116571661332499,-0.000567443126962358,0,0,0,0.00020277926206694,3.38028798502951E-09,-5.04640338896759E-11,-2.15701714440087E-13,1.96412698995832E-09,-5.48195334354584E-12,5.28079732652296E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/index_force_sensor_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/index_force_sensor_1.STL,,中节传感-5,坐标系17,,index_force_sensor_1_joint,fixed,-0.012046,0.019649,-0.006651,-1.5708,-1.5351,1.3587,right_index_1,0,0,0,,,,,,,,,,,,
right_middle_1,-0.00219417478814514,0.0127409366268324,-0.00664941207814898,0,0,0,0.00677619750879918,1.1316149557554E-06,7.33862743651549E-08,1.02132031162304E-11,5.50297969652712E-07,2.46615051816588E-11,1.17483802522199E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_middle_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_middle_1.STL,,中节组合-3,坐标系7,基准轴7,right_middle_1_joint,revolute,-0.0171,0.00056467,0.157,1.5708,0,-1.5708,base_link,0,0,-1,10,1,0,1,,,,,,,,
right_middle_2,-9.21583803522863E-05,0.0270332758922563,-0.00610054154137712,0,0,0,0.0100563900427533,2.58635805719435E-06,4.53231180080783E-07,-7.60066680662939E-12,4.10296161873934E-07,7.98220547148583E-11,2.62934430889061E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_middle_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_middle_2.STL,,中指指尖组合-1,坐标系8,基准轴8,right_middle_2_joint,revolute,-0.0034259,0.032596,-0.00055,0,0,0,right_middle_1,0,0,-1,10,1,0,1,,,,,,,,
middle_force_sensor_2,-3.55652627983399E-07,2.88666331397097E-05,-0.000722235489778011,0,0,0,0.00026259331441686,5.0422606271269E-09,3.96627458520336E-13,-3.26041478715661E-14,2.56807850635636E-09,3.53736208701199E-12,7.49563436241948E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/middle_force_sensor_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/middle_force_sensor_2.STL,,中指指肚-1,坐标系20,,middle_force_sensor_1_joint,fixed,-0.0090859,0.040963,-0.0061003,2.7687,-1.5708,0,right_middle_2,0,0,0,,,,,,,,,,,,
middle_force_sensor_3,6.04731043574169E-08,-0.00036544534557964,-0.00127683945630336,0,0,0,6.64914575467581E-05,1.27227764572837E-10,1.00476590749141E-14,8.57880628295176E-15,2.43691164484046E-10,7.61272996067342E-12,2.7587517056304E-10,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/middle_force_sensor_3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/middle_force_sensor_3.STL,,中指尖传感器-1,坐标系28,,middle_force_sensor_3_joint,fixed,-0.0098294,0.056051,-0.0061006,2.4672,-1.5708,0,right_middle_2,0,0,0,,,,,,,,,,,,
middle_force_sensor_1,3.42843697213185E-07,0.000116657509605197,-0.000567442695803486,0,0,0,0.000202779388301744,3.38208410519618E-09,1.8756957436983E-13,-1.99647221364603E-14,1.96233204624223E-09,-5.48580562274466E-12,5.2807983995112E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/middle_force_sensor_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/middle_force_sensor_1.STL,,中节传感-2,坐标系19,,middle_force_sensor_1_joint,fixed,-0.012046,0.019649,-0.006651,2.9295,-1.5708,0,right_middle_1,0,0,0,,,,,,,,,,,,
right_ring_1,-0.00219417465246989,0.0127409362160862,-0.0066494113506478,0,0,0,0.00677619736014424,1.13161521046633E-06,7.33862976638613E-08,1.02299251281265E-11,5.50298017624686E-07,2.46423372584933E-11,1.17483820891763E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_ring_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_ring_1.STL,,中节组合-5,坐标系9,基准轴9,right_ring_1_joint,revolute,0.0045302,0.00056467,0.15683,1.5184,0,-1.5708,base_link,0,0,-1,10,1,0,1,,,,,,,,
right_ring_2,0.000532825578113461,0.02534346612146,-0.00609293344206238,0,0,0,0.00927304775942527,2.1110771068108E-06,3.78350047415621E-07,-4.27359495460949E-10,3.70485089846105E-07,2.82233622984192E-09,2.14315369799671E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_ring_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_ring_2.STL,,食指尖组合件-2,坐标系10,基准轴10,right_ring_2_joint,revolute,-0.0034259,0.032596,-0.00055,0,0,0,right_ring_1,0,0,-1,10,1,0,1,,,,,,,,
ring_force_sensor_2,-1.52436836100122E-05,0.000205901966578506,-0.000722888420897932,0,0,0,0.000255748455642787,4.79446001367797E-09,1.32867587230544E-10,1.3319969497832E-12,2.44391505492957E-09,-3.05212434039785E-11,7.12570290551646E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/ring_force_sensor_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/ring_force_sensor_2.STL,,指肚传感器-3,坐标系22,Axis_ring_force_sensor_2_joint,ring_force_sensor_2_joint,fixed,-0.00816549212353353,0.0374457610846523,-0.00607949056508933,1.57079632679487,-1.51508890383765,-1.22202982373572,right_ring_2,0,0,0,,,,,,,,,,,,
ring_force_sensor_3,1.45480090249107E-05,-0.000345868489067203,-0.00133799622683203,0,0,0,6.79650386105464E-05,1.32268380918037E-10,-8.21005557691383E-12,-2.63863504125309E-13,2.53139740379503E-10,9.1510626727994E-12,2.80536239837899E-10,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/ring_force_sensor_3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/ring_force_sensor_3.STL,,指尖传感器SZ-2,坐标系29,Axis_ring_force_sensor_3_joint,ring_force_sensor_3_joint,fixed,-0.00862372785817732,0.0525719273258207,-0.00609538761271226,1.57079632679487,-1.50247215376038,-2.26922737493233,right_ring_2,0,0,0,,,,,,,,,,,,
ring_force_sensor_1,-5.90327958142033E-06,0.000116509445804644,-0.000567443259521572,0,0,0,0.00020277922338036,3.37799540185096E-09,7.60796091703617E-11,2.73854397843076E-13,1.96641957767428E-09,-5.47947431188363E-12,5.28079735826682E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/ring_force_sensor_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/ring_force_sensor_1.STL,,中节传感-3,坐标系21,Axis_ring_force_sensor_1_joint,ring_force_sensor_1_joint,fixed,-0.0120461582060112,0.019648547178991,-0.00665098451502209,1.57079632679491,-1.51723862304532,-1.78288465285967,right_ring_1,0,0,0,,,,,,,,,,,,
right_little_1,-0.00219418424084009,0.0127409391731467,-0.00664940009923338,0,0,0,0.00677618629478942,1.13161476879442E-06,7.33861803205532E-08,9.70201262730489E-12,5.50297118553785E-07,2.47668324333468E-11,1.17483808711618E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_little_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_little_1.STL,,中节组合-1,坐标系11,基准轴11,right_little_1_joint,revolute,0.025916,0.00056467,0.15365,1.4661,0,-1.5708,base_link,0,0,-1,10,1,0,1,,,,,,,,
right_little_2,0.00142962322858008,0.0206390061213492,-0.00609937271859847,0,0,0,0.0071769764489082,1.1469386346846E-06,2.22234007983847E-07,3.68343779413029E-11,2.66181840844389E-07,-2.048922749441E-11,1.15056368955352E-06,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_little_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/right_little_2.STL,,小指指尖组件-1,坐标系12,基准轴12,right_little_2_joint,revolute,-0.0034259,0.032596,-0.00055,0,0,0,right_little_1,0,0,-1,10,1,0,1,,,,,,,,
little_force_sensor_2,1.83850807690782E-05,-0.000118792499944516,-0.00077353663965421,0,0,0,0.000280265363825452,5.36105565367509E-09,2.9087102385881E-10,-4.23704440233772E-12,2.78924633862048E-09,3.60734545957644E-11,8.01055296833179E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/little_force_sensor_2.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/little_force_sensor_2.STL,,小指指肚-2,坐标系24,Axis_little_force_sensor_2_joint,little_force_sensor_2_joint,fixed,-0.00645123763174135,0.0276833479200767,-0.00611719352979621,1.57079632679488,-1.45969392221055,-1.22888814145719,right_little_2,0,0,0,,,,,,,,,,,,
little_force_sensor_3,6.36863053951123E-05,-0.000437236774208316,-0.00112814037373121,0,0,0,6.10539921684107E-05,1.11592356002466E-10,-1.48925479775264E-11,-1.18387481927136E-12,2.17209112811676E-10,8.07880135891967E-12,2.52055535156648E-10,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/little_force_sensor_3.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/little_force_sensor_3.STL,,小指指尖带动-1,坐标系30,Axis_little_force_sensor_3_joint,little_force_sensor_3_joint,fixed,-0.00639723214432697,0.042706921918282,-0.00611537168168175,1.5707963267949,-1.43362674619531,-2.2760856926538,right_little_2,0,0,0,,,,,,,,,,,,
little_force_sensor_1,-1.2130080955873E-05,0.000116026903212899,-0.00056744299424992,0,0,0,0.000202779290224811,3.3658199564233E-09,1.51080971417152E-10,5.66657100478518E-13,1.97859528185445E-09,-5.45672948532754E-12,5.28079755559196E-09,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/little_force_sensor_1.STL,1,1,1,1,0,0,0,0,0,0,package://urdf_right_with_force_sensor/meshes/little_force_sensor_1.STL,,中节传感-1,坐标系23,Axis_little_force_sensor_1_joint,little_force_sensor_1_joint,fixed,-0.0120461582060113,0.0196485471789908,-0.00665098451502223,1.5707963267949,-1.4636944932668,-1.78288465285966,right_little_1,0,0,0,,,,,,,,,,,,
