Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
left_index_2,-0.000533233960149551,0.0253408354610482,-0.00609265194430506,0,0,0,0.00927388946255287,2.11152230822014E-06,-3.78378590330555E-07,4.1804398262391E-10,3.70467679203513E-07,2.78705792669575E-09,2.14356971717263E-06,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_index_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_index_2.STL,,镜向RH56DFTP-0R-2/镜向食指尖组合件-1,坐标系6,基准轴6,left_index_2_joint,revolute,0.0034259,0.032596,-0.00055,0,0,0,left_index_1,0,0,-1,1,1,0,1,,,,,,,,
index_force_sensor_2,-0.000722888601662641,0.000206469730308023,3.92383751107728E-06,0,0,0,0.000255748193489218,7.12568463704975E-09,-3.05164404848786E-11,-1.5042180282212E-12,2.43957953886802E-09,-8.64189585169657E-11,4.7987768166369E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/index_force_sensor_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/index_force_sensor_2.STL,,镜向RH56DFTP-0R-2/镜向指肚传感器-1,坐标系19,,index_force_sensor_2_joint,fixed,0.0081655,0.037446,-0.0060795,-0.037141,0,-0.34877,left_index_2,0,0,0,,,,,,,,,,,,
index_force_sensor_3,2.48712002496876E-05,-0.000345284176963695,-0.00133798867886123,0,0,0,6.79653911304577E-05,1.31976081706364E-10,-5.65097989610319E-12,-7.80109914730126E-13,2.53434470713008E-10,9.12174625129574E-12,2.80536896961268E-10,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/index_force_sensor_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/index_force_sensor_3.STL,,镜向RH56DFTP-0R-2/镜向指尖传感器SZ-1,坐标系20,,index_force_sensor_3_joint,fixed,0.0086237,0.052572,-0.0060954,-1.5708,1.5252,-0.87237,left_index_2,0,0,0,,,,,,,,,,,,
index_force_sensor_1,-4.39980862962375E-06,0.000116492429592427,-0.000567426247601172,0,0,0,0.000202794475942537,3.38062498899254E-09,5.06878020530947E-11,2.18895973514009E-13,1.96425205496783E-09,-5.52626408641069E-12,5.28129594144099E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/index_force_sensor_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/index_force_sensor_1.STL,,镜向RH56DFTP-0R-2/镜向中节传感-4,坐标系18,,index_force_sensor_1_joint,fixed,0.012046,0.019649,-0.006651,-1.5708,1.5351,-1.3587,left_index_1,0,0,0,,,,,,,,,,,,
left_middle_1,0.00219464961590672,0.0127400600036114,-0.00664960428412464,0,0,0,0.00677571251051096,1.13152961123076E-06,-7.3432080308848E-08,-7.00900732402755E-12,5.50274106824468E-07,5.17466674870167E-11,1.17474433485984E-06,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_middle_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_middle_1.STL,,镜向RH56DFTP-0R-2/镜向中节组合-3,坐标系7,基准轴7,left_middle_1_joint,revolute,0.0171,0.00056467,0.157,1.5708,0,1.5708,base_link,0,0,-1,1,1,0,1,,,,,,,,
left_middle_2,9.24135364655243E-05,0.0270345152816558,-0.00610059049321496,0,0,0,0.0100570641676375,2.58658045501346E-06,-4.53262710230316E-07,5.55107506221161E-12,4.10327347278853E-07,8.43741266189456E-12,2.62954290013629E-06,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_middle_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_middle_2.STL,,镜向RH56DFTP-0R-2/镜向中指指尖组合-1,坐标系8,基准轴8,left_middle_2_joint,revolute,0.0034259,0.032596,-0.00055,0,0,0,left_middle_1,0,0,-1,1,1,0,1,,,,,,,,
middle_force_sensor_2,6.77351601335863E-07,2.94313228783732E-05,-0.000722425776846891,0,0,0,0.000262573593923131,5.04148765936938E-09,1.87053180733119E-13,-1.9219839991417E-14,2.56777987860697E-09,3.47150599586582E-12,7.49457837348363E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/middle_force_sensor_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/middle_force_sensor_2.STL,,镜向RH56DFTP-0R-2/镜向中指指肚-1,坐标系22,,middle_force_sensor_2_joint,fixed,0.009086,0.040962,-0.0061003,-2.5053,1.5708,-2.8781,left_middle_2,0,0,0,,,,,,,,,,,,
middle_force_sensor_3,-8.06940798625533E-08,-0.000365444698807449,-0.00127684015304248,0,0,0,6.64914272946033E-05,1.27227716200634E-10,-8.96643675852232E-15,-8.77104798931421E-15,2.43691020872239E-10,7.61276541489738E-12,2.75875028961867E-10,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/middle_force_sensor_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/middle_force_sensor_3.STL,,镜向RH56DFTP-0R-2/镜向中指尖传感器-1,坐标系23,,middle_force_sensor_3_joint,fixed,0,0.014323,-0.0048039,-1.0472,0,0,middle_force_sensor_2,0,0,0,,,,,,,,,,,,
middle_force_sensor_1,-2.38805233448991E-07,0.00011657525419928,-0.00056742615707274,0,0,0,0.000202794522112888,3.3824362190208E-09,2.84614711222524E-14,2.15581663153047E-14,1.96244127906411E-09,-5.53035966625832E-12,5.28129636598898E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/middle_force_sensor_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/middle_force_sensor_1.STL,,镜向RH56DFTP-0R-2/镜向中节传感-2,坐标系21,,middle_force_sensor_1_joint,fixed,0.012046,0.019649,-0.006651,-2.4062,1.5708,-2.1941,left_middle_1,0,0,0,,,,,,,,,,,,
left_ring_1,0.0021946507104972,0.0127400598730178,-0.00664960488600091,0,0,0,0.0067757116895929,1.13152930818393E-06,-7.34320393902877E-08,-7.09830398414507E-12,5.5027409300137E-07,5.18112001739715E-11,1.17474396570232E-06,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_ring_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_ring_1.STL,,镜向RH56DFTP-0R-2/镜向中节组合-4,坐标系9,基准轴9,left_ring_1_joint,revolute,-0.0045302,0.00056467,0.15683,1.5184,0,1.5708,base_link,0,0,-1,1,1,0,1,,,,,,,,
left_ring_2,-0.000533229899902052,0.0253408208152093,-0.00609266034565059,0,0,0,0.00927387781793578,2.1115233491356E-06,-3.78378772885265E-07,4.17646101514066E-10,3.70467946466243E-07,2.78928238418108E-09,2.14357084931758E-06,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_ring_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_ring_2.STL,,镜向RH56DFTP-0R-2/镜向食指尖组合件-2,坐标系10,基准轴10,left_ring_2_joint,revolute,0.0034259,0.032596,-0.00055,0,0,0,left_ring_1,0,0,-1,1,1,0,1,,,,,,,,
ring_force_sensor_2,1.52347834277144E-05,0.00020594419620118,-0.000722888366235852,0,0,0,0.000255748190883603,4.79445247032037E-09,-1.32856442479421E-10,-1.33138092961345E-12,2.4439035683218E-09,-3.05245098030189E-11,7.12568419691734E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/ring_force_sensor_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/ring_force_sensor_2.STL,,镜向RH56DFTP-0R-2/镜向指肚传感器-2,坐标系25,,ring_force_sensor_2_joint,fixed,0.0081655,0.037446,-0.0060795,1.5708,1.5151,1.222,left_ring_2,0,0,0,,,,,,,,,,,,
ring_force_sensor_3,-0.018987750288989,0.0666666818382249,0.0130188172795586,0,0,0,6.79657632016268E-05,1.32111152752531E-10,7.12098038272761E-12,-8.55173235015504E-13,2.66757366976318E-10,1.63108112511305E-11,2.67085052477174E-10,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/ring_force_sensor_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/ring_force_sensor_3.STL,,镜向RH56DFTP-0R-2/镜向指尖传感器SZ-2,坐标系26,,ring_force_sensor_3_joint,fixed,0.0086202,-0.01538,-0.028643,1.7654,1.5138,1.9769,left_ring_2,0,0,0,,,,,,,,,,,,
ring_force_sensor_1,6.00203522563292E-06,0.000116421389792051,-0.000567426346187727,0,0,0,0.000202794434376474,3.37837011170993E-09,-7.58787529691318E-11,-2.74580424569917E-13,1.96650618264834E-09,-5.5239313808051E-12,5.28129521919661E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/ring_force_sensor_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/ring_force_sensor_1.STL,,镜向RH56DFTP-0R-2/镜向中节传感-3,坐标系24,,ring_force_sensor_1_joint,fixed,0.012046,0.019649,-0.006651,1.5708,1.5172,1.7829,left_ring_1,0,0,0,,,,,,,,,,,,
left_little_1,0.00219465215954849,0.0127400596467728,-0.00664960556534563,0,0,0,0.00677571060321214,1.1315289611283E-06,-7.34320008846126E-08,-7.19963310273095E-12,5.50274069155466E-07,5.18880133639943E-11,1.17474354144949E-06,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_little_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_little_1.STL,,镜向RH56DFTP-0R-2/镜向中节组合-1,坐标系11,基准轴11,left_little_1_joint,revolute,-0.025916,0.00056467,0.15365,1.4661,0,1.5708,base_link,0,0,-1,1,1,0,1,,,,,,,,
left_little_2,-0.00142964313557047,0.0206393899153543,-0.00609979950240341,0,0,0,0.0071767941406453,1.14691427718982E-06,-2.22236329962831E-07,-2.32987903099155E-11,2.66171126920969E-07,-2.77893420117012E-11,1.15054232943374E-06,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_little_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/left_little_2.STL,,镜向RH56DFTP-0R-2/镜向小指指尖组件-1,坐标系12,基准轴12,left_little_2_joint,revolute,0.0034259,0.032596,-0.00055,0,0,0,left_little_1,0,0,-1,1,1,0,1,,,,,,,,
little_force_sensor_2,0.0233410916816945,-0.0206057990619895,-0.0197632528662803,0,0,0,0.000280246748486092,5.38916583855123E-09,5.7201609474287E-11,-2.9189249553302E-10,6.63241313034516E-09,-2.29244493996819E-09,4.1372515955786E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/little_force_sensor_2.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/little_force_sensor_2.STL,,镜向RH56DFTP-0R-2/镜向小指指肚-1,坐标系28,,little_force_sensor_2_joint,fixed,0.0086237,0.053732,0.019972,1.2692,1.4573,1.9687,left_little_2,0,0,0,,,,,,,,,,,,
little_force_sensor_3,-6.37037929382966E-05,-0.000437210532086563,-0.00112816117341033,0,0,0,6.10536670141782E-05,1.11591596284104E-10,1.4892328691308E-11,1.18294492342107E-12,2.17206534672885E-10,8.0788357087695E-12,2.52052305204087E-10,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/little_force_sensor_3.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/little_force_sensor_3.STL,,镜向RH56DFTP-0R-2/镜向小指指尖带动-1,坐标系29,,little_force_sensor_3_joint,fixed,0.0063973,0.042707,-0.0061154,1.5708,1.4336,2.2761,left_little_2,0,0,0,,,,,,,,,,,,
little_force_sensor_1,-0.00420187695671251,-0.0375159744513207,0.0151221430114555,0,0,0,0.000202794502264301,3.37621922269687E-09,-5.57638291775712E-11,1.64362343088757E-10,2.88227222909127E-09,1.47325401248571E-09,4.36768276890867E-09,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/little_force_sensor_1.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/little_force_sensor_1.STL,,镜向RH56DFTP-0R-2/镜向中节传感-1,坐标系27,,little_force_sensor_1_joint,fixed,0.0098773,0.060279,-0.0066672,1.5708,1.4597,1.2289,left_little_1,0,0,0,,,,,,,,,,,,
palm_force_sensor,-0.000120093335186366,0.000717297413656857,-0.000692889069963995,0,0,0,0.00240886556268531,1.79237847416289E-07,-3.62335251185339E-10,2.06838829647024E-10,5.01887324843794E-07,-4.23537057642119E-10,6.80017237748917E-07,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/palm_force_sensor.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://urdf_left_with_force_sensor_2025_7_22/meshes/palm_force_sensor.STL,,镜向RH56DFTP-0R-2/镜向掌心定位-1,坐标系30,,palm_force_sensor_joint,fixed,0.00036819,0.012296,0.1196,1.5708,0,3.1416,base_link,0,0,0,,,,,,,,,,,,
